NIST_index,NIST_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,EC Value:,Reaction:,Reference:,Reference ID:,T [K],pH,Keq,Ionic strength [molal],Experimental conditions,solutes [molal],Buffer:,Ionic strength [mol/dm^3],-log[Mg+2],Km',Enthalpy [kJ/mol],Method:,solutes [mol/dm^3]
4878,,,4099,tyrosine-tRNA ligase,kegg:C00002 + kegg:C00082 + kegg:C00787 = kegg:C00020 + kegg:C00013 + kegg:C02839,,6.1.1.1,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),,06AIR2,303.15,7.4,1.09,,,,,,,2.7,radioactivity,,
4879,,,4100,tyrosine-tRNA ligase,kegg:C00002 + kegg:C00082 + kegg:C00787 = kegg:C00020 + kegg:C00013 + kegg:C02839,,6.1.1.1,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),,06AIR2,303.15,7.4,1.56,,,,,,,2.22,radioactivity,,
4880,,,4101,tyrosine-tRNA ligase,kegg:C00002 + kegg:C00082 + kegg:C00787 = kegg:C00020 + kegg:C00013 + kegg:C02839,,6.1.1.1,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),,06AIR2,303.15,7.4,0.96,,,,,,,2.96,radioactivity,,
4881,,,4102,tyrosine-tRNA ligase,kegg:C00002 + kegg:C00082 + kegg:C00787 = kegg:C00020 + kegg:C00013 + kegg:C02839,,6.1.1.1,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),,06AIR2,303.15,7.4,1.8,,,,,,,2.22,radioactivity,,
4882,,,4103,tyrosine-tRNA ligase,kegg:C00002 + kegg:C00082 + kegg:C00787 = kegg:C00020 + kegg:C00013 + kegg:C02839,,6.1.1.1,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),,06AIR2,303.15,7.4,1.35,,,,,,,2.4,radioactivity,,
4883,,,4104,tyrosine-tRNA ligase,kegg:C00002 + kegg:C00082 + kegg:C00787 = kegg:C00020 + kegg:C00013 + kegg:C02839,,6.1.1.1,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),,06AIR2,303.15,7.4,1.09,,,,,,,2.96,radioactivity,,
4884,,,4105,tyrosine-tRNA ligase,kegg:C00002 + kegg:C00082 + kegg:C00787 = kegg:C00020 + kegg:C00013 + kegg:C02839,,6.1.1.1,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),,06AIR2,303.15,7.4,1.21,,,,,,,2.52,radioactivity,,
4885,,,4106,tyrosine-tRNA ligase,kegg:C00002 + kegg:C00082 + kegg:C00787 = kegg:C00020 + kegg:C00013 + kegg:C02839,,6.1.1.1,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),,06AIR2,303.15,7.4,1.99,,,,,,,2,radioactivity,,
4886,,,4107,tyrosine-tRNA ligase,kegg:C00002 + kegg:C00082 + kegg:C00787 = kegg:C00020 + kegg:C00013 + kegg:C02839,,6.1.1.1,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),,06AIR2,303.15,7.4,2.16,,,,,,,2,radioactivity,,
4887,,,4108,tyrosine-tRNA ligase,kegg:C00002 + kegg:C00082 + kegg:C00787 = kegg:C00020 + kegg:C00013 + kegg:C02839,,6.1.1.1,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),,06AIR2,303.15,7.4,0.95,,,,,,,3.49,radioactivity,,
4888,,,4109,tyrosine-tRNA ligase,kegg:C00002 + kegg:C00082 + kegg:C00787 = kegg:C00020 + kegg:C00013 + kegg:C02839,,6.1.1.1,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),,06AIR2,303.15,7.4,0.95,,,,,,,3.49,radioactivity,,
4889,,,4128,threonin-tRNA ligase,kegg:C00002 + kegg:C00188 + kegg:C01651 = kegg:C00020 + kegg:C00013 + kegg:C02992,,6.1.1.3,ATP(aq) + L-threonine(aq) + tRNA-Thr(aq) = AMP(aq) + pyrophosphate(aq) + L-threonyl-tRNA-Thr(aq),,60LEA/GLA,310.16,7,0.37,,,,,,,,radioactivity,,
4890,,,4258,xylose isomerase,kegg:C00031 = kegg:C00095,,5.3.1.5,D-glucose(aq) = D-fructose(aq),,98CON/DEL,348.15,7,1.21,,,,,,,,chromatography,,
4891,,,4259,xylose isomerase,kegg:C00031 = kegg:C00095,,5.3.1.5,D-glucose(aq) = D-fructose(aq),,98CON/DEL,353.15,7,1.39,,,,,,,,chromatography,,
4892,,,4260,xylose isomerase,kegg:C00031 = kegg:C00095,,5.3.1.5,D-glucose(aq) = D-fructose(aq),,98CON/DEL,333.15,7,0.99,,,,,,,,chromatography,,
4893,,,4261,xylose isomerase,kegg:C00031 = kegg:C00095,,5.3.1.5,D-glucose(aq) = D-fructose(aq),,98CON/DEL,338.15,7,1.02,,,,,,,,chromatography,,
4894,,,4262,xylose isomerase,kegg:C00031 = kegg:C00095,,5.3.1.5,D-glucose(aq) = D-fructose(aq),,98CON/DEL,343.15,7,1.14,,,,,,,,chromatography,,
4895,,,4269,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,6.2,329,,,,,,,2.4,radioactivity,,
4896,,,4270,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,6.2,133,,,,,,,2,radioactivity,,
4897,,,4271,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,6.2,100,,,,,,,1.7,radioactivity,,
4898,,,4272,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,619,,,,,,,3,radioactivity,,
4899,,,4273,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,224,,,,,,,2.4,radioactivity,,
4900,,,4274,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,79,,,,,,,2,radioactivity,,
4901,,,4275,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,8,584,,,,,,,2.3,radioactivity,,
4902,,,4276,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,8,413,,,,,,,2.15,radioactivity,,
4903,,,4277,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,136,,,,,,,2.22,radioactivity,,
4904,,,4278,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,406,,,,,,,2.7,radioactivity,,
4905,,,4279,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,8,345.6,,,,,,,3,radioactivity,,
4906,,,4280,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,8,400,,,,,,,2.05,radioactivity,,
4907,,,4281,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,85.5,,,,,,,2.1,radioactivity,,
4908,,,4315,superoxide dismutase,2 kegg:C00704 = kegg:C00007 + kegg:C00027,,1.15.1.1,2 O2- = O2 + H2O2,,98LIA/QU,298.15,8,,,,,,,,,calorimetry,,
4909,,,4344,succinate-semialdehyde reductase,kegg:C00232 + kegg:C00005 = kegg:C00989 + kegg:C00006,,1.2.1.a,4-oxobutanoate(aq) + NADP(red)(aq) = 4-hydroxybutanoate(aq) + NADP(ox)(aq),,85HEA/CHU,298.15,7,3.7,,,,,,,,spectrophotometry,,
4910,,,4375,5 '-methylthioadenosine phosphorylase,kegg:C00170 + kegg:C00009 = kegg:C00147 + kegg:C04188,,2.4.2.28,5 '-methylthioadenosine(aq) + orthophosphate(aq) = adenine(aq) + 5-methylthio-D-ribose 1-phosphate(aq),,86RAG/CAR,310.15,7.4,0.0139,,,,,,,,chromatography and radioactivity,,
4911,,,4403,uridine phosphorylase,kegg:C00299 + kegg:C00009 = kegg:C00106 + kegg:C00620,,2.4.2.3,uridine(aq) + orthophosphate(aq) = uracil(aq) + D-ribose 1-phosphate(aq),,83VIT/HUA,303.15,7.56,0.58,,,,,,,,spectrophotometry,,
4912,,,4420,1-piperidine-2-carboxylate reductase,kegg:C00408 + kegg:C00006 = kegg:C04092 + kegg:C00005,,1.5.1.21,L-pipecolate(aq) + NADP(aq) =D-1-piperidine-2-carboxylate(aq) + NADPH(aq),,91SRI/NAM,291.1,9.1,0.00775,,,,,,,,spectrophotometry,,
4913,,,4421,1-piperidine-2-carboxylate reductase,kegg:C00408 + kegg:C00006 = kegg:C04092 + kegg:C00005,,1.5.1.21,L-pipecolate(aq) + NADP(aq) =D-1-piperidine-2-carboxylate(aq) + NADPH(aq),,91SRI/NAM,297.6,9.1,0.00585,,,,,,,,spectrophotometry,,
4914,,,4422,1-piperidine-2-carboxylate reductase,kegg:C00408 + kegg:C00006 = kegg:C04092 + kegg:C00005,,1.5.1.21,L-pipecolate(aq) + NADP(aq) =D-1-piperidine-2-carboxylate(aq) + NADPH(aq),,91SRI/NAM,281.2,9.1,0.0103,,,,,,,,spectrophotometry,,
4915,,,4423,1-piperidine-2-carboxylate reductase,kegg:C00408 + kegg:C00006 = kegg:C04092 + kegg:C00005,,1.5.1.21,L-pipecolate(aq) + NADP(aq) =D-1-piperidine-2-carboxylate(aq) + NADPH(aq),,91SRI/NAM,285.3,9.1,0.00719,,,,,,,,spectrophotometry,,
4916,,,4424,1-piperidine-2-carboxylate reductase,kegg:C00408 + kegg:C00006 = kegg:C04092 + kegg:C00005,,1.5.1.21,L-pipecolate(aq) + NADP(aq) =D-1-piperidine-2-carboxylate(aq) + NADPH(aq),,91SRI/NAM,305,9.1,0.00526,,,,,,,,spectrophotometry,,
4917,,,4425,1-piperidine-2-carboxylate reductase,kegg:C00408 + kegg:C00006 = kegg:C04092 + kegg:C00005,,1.5.1.21,L-pipecolate(aq) + NADP(aq) =D-1-piperidine-2-carboxylate(aq) + NADPH(aq),,91SRI/NAM,277.8,9.1,0.0111,,,,,,,,spectrophotometry,,
4918,,,4429,cholestenol  -isomerase,kegg:C05439 = kegg:C05437,,5.3.3.5,"(3,5)-cholesta-7,24-diene-3-ol(aq) = (3,5)-cholesta-8,24-diene-3-ol(aq)",,02NES/ZHO,310.15,7.5,14,,,,,,,,chromatography and radioactivituy,,
4919,,,4496,",-trehalose-phosphate synthase (UDP-forming)",kegg:C00029 + kegg:C00092 = kegg:C00015 + kegg:C00689,,2.4.1.15,"UDP-glucose + D-glucose 6-phosphate = UDP + alpha,alpha'-trehalose 6-phosphate",,58CAB/LEL,310.15,6.1,40,,,,,,,,enzymatic assay and spectrophotometry,,
4920,,,4497,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,318.14,7,2.84E-05,,,0.25,,,,3,spectrophotometry and enzymatic assay,,
4921,,,4498,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,298.15,6.94,2.82E-05,,,,,,,3.26,spectrophotometry and enzymatic assay,,
4922,,,4499,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,278.43,7,2.25E-05,,,0.25,,,,3,spectrophotometry and enzymatic assay,,
4923,,,4500,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,298.15,7,2.78E-05,,,0.25,,,,3,spectrophotometry and enzymatic assay,,
4924,,,4501,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,298.15,6.98,3.01E-05,,,,,,,3.22,spectrophotometry and enzymatic assay,,
4925,,,4502,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,298.15,7.8,1.03E-05,,,0.25,,,,3,spectrophotometry and enzymatic assay,,
4926,,,4503,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,298.15,7,2.65E-05,,,0.25,,,,3,spectrophotometry and enzymatic assay,,
4927,,,4504,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,298.15,6.7,6.98E-05,,,0.25,,,,3,spectrophotometry and enzymatic assay,,
4928,,,4505,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,280.13,7,2.46E-05,,,0.25,,,,3,spectrophotometry and enzymatic assay,,
4929,,,4506,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,298.15,6.4,0.000111,,,0.25,,,,3,spectrophotometry and enzymatic assay,,
4930,,,4507,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,307.93,7,2.74E-05,,,0.25,,,,3,spectrophotometry and enzymatic assay,,
4931,,,4508,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00074 + kegg:C00008,,2.7.1.40,ATP(aq) + pyruvate(aq) = phosphoenolpyruvate(aq) + ADP(aq),,02DOB/HIT,298.15,7.4,1.58E-05,,,0.25,,,,3,spectrophotometry and enzymatic assay,,
4932,,,4536,glycine cleavage system,kegg:C00037 + kegg:C00003 + kegg:C00101 = kegg:C00143 + kegg:C00004 + kegg:C00014 + kegg:C00288 ,,1.1.-.-,"glycine(aq) + NAD+(aq) + THF(aq) = 5,10-CH2-THF(aq) + NADH(aq) + NH3(aq) + CO2(aq)",,85LIE,311.15,7,0.00156,,,0.25,,,,,,,
4933,,,4537,formaldehyde condensation with THF,kegg:C00101 + kegg:C00067 = kegg:C00143,,4.3.-.-,"THF(aq) + formaldehyde(aq) = 5,10-CH2-THF(aq)",,85LIE,311.15,7,30000,,,0.25,,,,,,,
4934,,,4538,formaldehyde condensation with THF,kegg:C00101 + kegg:C00067 = kegg:C00143,,4.3.-.-,"THF(aq) + formaldehyde(aq) = 5,10-CH2-THF(aq)",,+66KAL/JEN,298.15,7,32000,,,1,,,,,,,
4935,,,4539,phosphoribosylaminoimidazole carboxylase,kegg:C03373 + kegg:C00288 = kegg:C04751 + kegg:C00001,,4.1.1.21,Aminoimidazole ribotide + CO2 = 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,,+92MEY,310.15,7.8,1.8,,,,,,,,,,
4936,,,4540,phosphoribosylaminoimidazolecarboxamide formyltransferase,kegg:C00234 + kegg:C04677 = kegg:C00101 + kegg:C04734,,2.1.2.3,10-Formyltetrahydrofolate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide = Tetrahydrofolate + 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,,+00WAL,298.15,7.5,0.024,,,,,,,,,,
4937,,,4541,formaldehyde condensation with THF,kegg:C00101 + kegg:C00067 = kegg:C00143,,4.3.-.-,"THF(aq) + formaldehyde(aq) = 5,10-CH2-THF(aq)",,+59BLA,293.15,7.2,7700,,,,,,,,,,
4938,,,4542,3-Hexulose-6-Phosphate synthase,kegg:C00199 + kegg:C00067 = kegg:C06019,,4.1.2.43,D-Ribulose 5-phosphate + Formaldehyde = D-arabino-Hex-3-ulose 6-phosphate,,+74FER,303.15,7,25000,,,,,,,,,,
4939,,,4543,3-Hexulose-6-Phosphate Isomerase,kegg:C06019 = kegg:C00085,,5.3.1.27,D-arabino-Hex-3-ulose 6-phosphate = D-Fructose 6-phosphate,,+74FER,303.15,7,188,,,,,,,,,,
4940,,,1051,alkaline phosphatase,kegg:C00092 + kegg:C00001 = kegg:C00031 + kegg:C00009,,3.1.3.1,D-glucose 6-phosphate(aq) + H2O(l) = D-glucose(aq) + orthophosphate(aq),,79LAW/VEE,310.15,6.99,109,,,0.25,,,,,enzymatic assay; spectrophotometry,,
4941,,,1052,alkaline phosphatase,kegg:C00092 + kegg:C00001 = kegg:C00031 + kegg:C00009,,3.1.3.1,D-glucose 6-phosphate(aq) + H2O(l) = D-glucose(aq) + orthophosphate(aq),,79LAW/VEE,310.15,6.99,110,,,0.25,,,,2.22,enzymatic assay; spectrophotometry,,
4942,,,1096,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.508,,,0.266,,,,1.41,enzymatic assay and spectrophotometry,,
4943,,,1097,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.357,,,0.287,,,,1.24,enzymatic assay and spectrophotometry,,
4944,,,1098,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.233,,,0.395,,,,0.88,enzymatic assay and spectrophotometry,,
4945,,,1099,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.206,,,0.541,,,,0.63,enzymatic assay and spectrophotometry,,
4946,,,1100,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.186,,,0.54,,,,0.64,enzymatic assay and spectrophotometry,,
4947,,,1101,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.143,,,0.748,,,,0.43,enzymatic assay and spectrophotometry,,
4948,,,1102,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.123,,,1.65,,,,0.01,enzymatic assay and spectrophotometry,,
4949,,,1103,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.112,,,3.15,,,,-0.03,enzymatic assay and spectrophotometry,,
4950,,,1104,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.417,,,0.216,,,,3.3,enzymatic assay and spectrophotometry,,
4951,,,1105,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.465,,,0.208,,,,2.69,enzymatic assay and spectrophotometry,,
4952,,,1106,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.49,,,0.296,,,,2.81,enzymatic assay and spectrophotometry,,
4953,,,1107,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.515,,,0.311,,,,2.81,enzymatic assay and spectrophotometry,,
4954,,,1108,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.763,,,0.283,,,,1.96,enzymatic assay and spectrophotometry,,
4955,,,1109,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.671,,,0.288,,,,1.97,enzymatic assay and spectrophotometry,,
4956,,,1110,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.709,,,0.287,,,,1.63,enzymatic assay and spectrophotometry,,
4957,,,1111,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.429,,,0.343,,,,1.12,enzymatic assay and spectrophotometry,,
4958,,,1112,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.459,,,0.343,,,,1.12,enzymatic assay and spectrophotometry,,
4959,,,1113,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.292,,,0.483,,,,0.76,enzymatic assay and spectrophotometry,,
4960,,,1114,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.2,,,0.777,,,,0.43,enzymatic assay and spectrophotometry,,
4961,,,1115,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.541,,,0.286,,,,2.29,enzymatic assay and spectrophotometry,,
4962,,,1116,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.662,,,0.276,,,,2.11,enzymatic assay and spectrophotometry,,
4963,,,1117,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.662,,,0.276,,,,2.11,enzymatic assay and spectrophotometry,,
4964,,,1118,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.741,,,0.272,,,,1.98,enzymatic assay and spectrophotometry,,
4965,,,1119,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.725,,,0.274,,,,1.99,enzymatic assay and spectrophotometry,,
4966,,,1120,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.758,,,0.268,,,,1.88,enzymatic assay and spectrophotometry,,
4967,,,1121,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.465,,,0.214,,,,2.69,enzymatic assay and spectrophotometry,,
4968,,,1122,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.568,,,0.193,,,,2.29,enzymatic assay and spectrophotometry,,
4969,,,1123,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.769,,,0.179,,,,1.99,enzymatic assay and spectrophotometry,,
4970,,,1124,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.274,,,0.216,,,,1.13,enzymatic assay and spectrophotometry,,
4971,,,1125,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.167,,,0.654,,,,0.43,enzymatic assay and spectrophotometry,,
4972,,,1126,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.633,,,0.283,,,,2.29,enzymatic assay and spectrophotometry,,
4973,,,1127,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.538,,,0.281,,,,2.29,enzymatic assay and spectrophotometry,,
